{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
{'last_price': 1.8, 'last_trade_time': 1703152798, 'security_id': 65781, 'tradable': 1, 'mode': 61, 'change_absolute': -3.7, 'change_percent': -67.27}
