{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.5, 'last_trade_time': 1703150973, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.7, 'change_percent': -46.08}
{'last_price': 5.55, 'last_trade_time': 1703150974, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.65, 'change_percent': -45.59}
{'last_price': 5.55, 'last_trade_time': 1703150974, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.65, 'change_percent': -45.59}
{'last_price': 5.55, 'last_trade_time': 1703150974, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.65, 'change_percent': -45.59}
{'last_price': 5.55, 'last_trade_time': 1703150974, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.65, 'change_percent': -45.59}
{'last_price': 5.55, 'last_trade_time': 1703150974, 'security_id': 65736, 'tradable': 1, 'mode': 61, 'change_absolute': -4.65, 'change_percent': -45.59}
