{'last_price': 22.75, 'last_trade_time': 1703150964, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.15, 'change_percent': 0.66}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 22.5, 'last_trade_time': 1703150974, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': -0.1, 'change_percent': -0.44}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
{'last_price': 23.1, 'last_trade_time': 1703151127, 'security_id': 65655, 'tradable': 1, 'mode': 61, 'change_absolute': 0.5, 'change_percent': 2.21}
