{'last_price': 568.05, 'last_trade_time': 1703150831, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -122.5, 'change_percent': -17.74}
{'last_price': 568.05, 'last_trade_time': 1703150831, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -122.5, 'change_percent': -17.74}
{'last_price': 568.05, 'last_trade_time': 1703150831, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -122.5, 'change_percent': -17.74}
{'last_price': 568.05, 'last_trade_time': 1703150831, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -122.5, 'change_percent': -17.74}
{'last_price': 568.05, 'last_trade_time': 1703150831, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -122.5, 'change_percent': -17.74}
{'last_price': 568.05, 'last_trade_time': 1703150831, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -122.5, 'change_percent': -17.74}
{'last_price': 568.05, 'last_trade_time': 1703150831, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -122.5, 'change_percent': -17.74}
{'last_price': 568.05, 'last_trade_time': 1703150831, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -122.5, 'change_percent': -17.74}
{'last_price': 558.8, 'last_trade_time': 1703151123, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -131.75, 'change_percent': -19.08}
{'last_price': 558.8, 'last_trade_time': 1703151123, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -131.75, 'change_percent': -19.08}
{'last_price': 558.8, 'last_trade_time': 1703151123, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -131.75, 'change_percent': -19.08}
{'last_price': 558.8, 'last_trade_time': 1703151123, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -131.75, 'change_percent': -19.08}
{'last_price': 558.8, 'last_trade_time': 1703151123, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -131.75, 'change_percent': -19.08}
{'last_price': 558.8, 'last_trade_time': 1703151123, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -131.75, 'change_percent': -19.08}
{'last_price': 558.8, 'last_trade_time': 1703151123, 'security_id': 65664, 'tradable': 1, 'mode': 61, 'change_absolute': -131.75, 'change_percent': -19.08}
