{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.5, 'last_trade_time': 1703150973, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.8, 'change_percent': -42.48}
{'last_price': 6.65, 'last_trade_time': 1703151120, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.65, 'change_percent': -41.15}
{'last_price': 6.55, 'last_trade_time': 1703151127, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.75, 'change_percent': -42.04}
{'last_price': 6.55, 'last_trade_time': 1703151127, 'security_id': 65734, 'tradable': 1, 'mode': 61, 'change_absolute': -4.75, 'change_percent': -42.04}
