{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.95, 'last_trade_time': 1703150974, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.1, 'change_percent': -37.79}
{'last_price': 98.6, 'last_trade_time': 1703150975, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.45, 'change_percent': -38.01}
{'last_price': 98.6, 'last_trade_time': 1703150975, 'security_id': 65615, 'tradable': 1, 'mode': 61, 'change_absolute': -60.45, 'change_percent': -38.01}
