{'last_price': 36.6, 'last_trade_time': 1703150972, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.25, 'change_percent': 20.59}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
{'last_price': 36.45, 'last_trade_time': 1703150973, 'security_id': 65641, 'tradable': 1, 'mode': 61, 'change_absolute': 6.1, 'change_percent': 20.1}
