{'last_price': 222.2, 'last_trade_time': 1703150972, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.75, 'change_percent': -31.2}
{'last_price': 222.2, 'last_trade_time': 1703150972, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.75, 'change_percent': -31.2}
{'last_price': 222.2, 'last_trade_time': 1703150972, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.75, 'change_percent': -31.2}
{'last_price': 222.2, 'last_trade_time': 1703150972, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.75, 'change_percent': -31.2}
{'last_price': 222.2, 'last_trade_time': 1703150972, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.75, 'change_percent': -31.2}
{'last_price': 222.2, 'last_trade_time': 1703150972, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.75, 'change_percent': -31.2}
{'last_price': 222.2, 'last_trade_time': 1703150972, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.75, 'change_percent': -31.2}
{'last_price': 222.2, 'last_trade_time': 1703150972, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.75, 'change_percent': -31.2}
{'last_price': 222.2, 'last_trade_time': 1703150972, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.75, 'change_percent': -31.2}
{'last_price': 222.2, 'last_trade_time': 1703150972, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.75, 'change_percent': -31.2}
{'last_price': 222.2, 'last_trade_time': 1703150972, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.75, 'change_percent': -31.2}
{'last_price': 222.2, 'last_trade_time': 1703150972, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.75, 'change_percent': -31.2}
{'last_price': 222.2, 'last_trade_time': 1703150972, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.75, 'change_percent': -31.2}
{'last_price': 222.0, 'last_trade_time': 1703150975, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.95, 'change_percent': -31.26}
{'last_price': 222.0, 'last_trade_time': 1703150975, 'security_id': 65626, 'tradable': 1, 'mode': 61, 'change_absolute': -100.95, 'change_percent': -31.26}
